transaction_id,date,product_id,customer_id,quantity,discount_pct
T01233,2023-06-16,P003,C0175,1.0,10.0
T01234,2023-10-17,P009,C0108,1.0,10.0
T01235,2023-06-05,P009,C0414,3.0,15.0
T01236,2023-01-07,P003,C0283,2.0,0.0
T01237,2023-07-15,P003,C0071,1.0,20.0
T01238,2023-02-25,P005,C0404,1.0,0.0
T01239,2023-11-17,P002,C0050,1.0,20.0
T01240,2023-07-12,P006,C0095,1.0,0.0
T01241,2023-02-16,P007,C0279,4.0,0.0
T01242,2023-05-28,P009,C0397,4.0,0.0
T01243,2023-10-02,P006,C0337,1.0,0.0
T01244,2023-06-06,P003,C0132,2.0,10.0
T01245,2023-07-21,P005,C0398,1.0,10.0
T01246,2023-05-06,P004,C0276,1.0,20.0
T01247,2023-11-01,P005,C0380,4.0,5.0
T01248,2023-10-21,P008,C0013,2.0,0.0
T01249,2023-03-05,P008,C0003,1.0,0.0
T01250,2023-11-21,P006,C0474,1.0,20.0
T01251,2023-06-25,P001,C0474,3.0,5.0
T01252,2023-04-26,P008,C0466,2.0,10.0
T01253,2023-07-23,P008,C0224,1.0,0.0
T01254,2023-11-17,P002,C0462,1.0,5.0
T01255,2023-01-31,P004,C0175,1.0,15.0
T01256,2023-04-23,P002,C0387,5.0,0.0
T01257,2023-12-31,P004,C0385,2.0,0.0
T01258,2023-11-21,P010,C0090,1.0,0.0
T01259,2023-12-10,P007,C0408,2.0,10.0
T01260,2023-03-08,P009,C0241,3.0,0.0
T01261,2023-03-16,P008,C0035,1.0,0.0
T01262,2023-02-14,P009,C0014,1.0,0.0
T01263,2023-09-17,P008,C0195,2.0,5.0
T01264,2023-06-03,P002,C0397,2.0,0.0
T01265,2023-06-04,P007,C0431,2.0,0.0
T01266,2023-12-29,P002,C0306,4.0,20.0
T01267,2023-08-22,P002,C0334,1.0,20.0
T01268,2023-02-20,P004,C0213,1.0,0.0
T01269,2023-11-02,P001,C0410,5.0,10.0
T01270,2023-09-19,P005,C0003,1.0,5.0
T01271,2023-11-11,P006,C0179,2.0,0.0
T01272,2023-05-05,P009,C0040,2.0,0.0
T01273,2023-09-02,P010,C0452,2.0,0.0
T01274,2023-01-30,P008,C0164,1.0,0.0
T01275,2023-05-02,P002,C0307,3.0,0.0
T01276,2023-05-05,P001,C0235,3.0,10.0
T01277,2023-02-06,P002,C0257,2.0,0.0
T01278,2023-06-19,P007,C0360,1.0,5.0
T01279,2023-05-04,P004,C0495,1.0,0.0
T01280,2023-12-23,P010,C0417,1.0,5.0
T01281,2023-02-04,P005,C0391,1.0,0.0
T01282,2023-03-28,P007,C0373,1.0,5.0
T01283,2023-05-14,P003,C0116,5.0,10.0
T01284,2023-07-15,P010,C0052,3.0,10.0
T01285,2023-10-01,P002,C0376,2.0,0.0
T01286,2023-07-20,P007,C0395,2.0,5.0
T01287,2023-10-12,P005,C0411,1.0,15.0
T01288,2023-03-18,P001,C0142,5.0,5.0
T01289,2023-02-28,P001,C0086,1.0,0.0
T01290,2023-05-06,P009,C0464,1.0,5.0
T01291,2023-04-19,P005,C0046,1.0,0.0
T01292,2023-08-12,P001,C0332,4.0,15.0
T01293,2023-10-05,P007,C0497,4.0,5.0
T01294,2023-03-09,P009,C0238,1.0,0.0
T01295,2023-03-10,P001,C0010,4.0,0.0
T01296,2023-06-14,P010,C0152,1.0,0.0
T01297,2023-11-01,P004,C0061,1.0,15.0
T01298,2023-06-11,P003,C0494,3.0,0.0
T01299,2023-12-31,P005,C0018,3.0,0.0
T01300,2023-12-08,P007,C0086,2.0,15.0
T01301,2023-11-05,P008,C0137,2.0,
T01302,2023-12-09,P002,C0401,3.0,0.0
T01303,2023-02-11,P007,C0230,3.0,5.0
T01304,2023-12-20,P001,C0128,4.0,0.0
T01305,2023-04-19,P007,C0104,2.0,0.0
T01306,2023-02-20,P008,C0186,5.0,0.0
T01307,2023-09-07,P002,C0397,5.0,5.0
T01308,2023-12-07,P009,C0178,1.0,15.0
T01309,2023-01-21,P001,C0357,3.0,0.0
T01310,2023-10-27,P006,C0006,1.0,0.0
T01311,2023-05-19,P001,C0341,1.0,0.0
T01312,2023-12-25,P003,C0307,2.0,10.0
T01313,2023-11-20,P006,C0036,1.0,0.0
T01314,2023-04-02,P003,C0327,2.0,15.0
T01315,2023-10-07,P008,C0356,4.0,0.0
T01316,2023-05-05,P005,C0281,1.0,15.0
T01317,2023-04-21,P002,C0395,1.0,5.0
T01318,2023-12-20,P004,C0300,4.0,5.0
T01319,2023-05-19,P009,C0014,1.0,0.0
T01320,2023-09-30,P004,C0237,1.0,10.0
T01321,2023-04-09,P010,C0285,1.0,0.0
T01322,2023-09-09,P010,C0330,2.0,0.0
T01323,2023-12-04,P008,C0050,2.0,0.0
T01324,2023-04-14,P005,C0496,3.0,15.0
T01325,2023-08-02,P010,C0261,1.0,10.0
T01326,2023-09-06,P001,C0456,3.0,5.0
T01327,2023-06-01,P007,C0110,2.0,5.0
T01328,2023-09-07,P003,C0197,1.0,0.0
T01329,2023-10-02,P010,C0378,2.0,10.0
T01330,2023-06-14,P008,C0252,2.0,10.0
T01331,2023-12-07,P003,C0088,2.0,5.0
T01332,2023-01-08,P001,C0488,1.0,0.0
T01333,2023-10-11,P005,C0313,1.0,20.0
T01334,2023-01-05,P002,C0026,1.0,15.0
T01335,2023-05-25,P004,C0262,1.0,5.0
T01336,2023-04-11,P001,C0144,2.0,0.0
T01337,2023-06-13,P009,C0060,1.0,5.0
T01338,2023-05-27,P006,C0356,3.0,5.0
T01339,2023-03-05,P008,C0268,1.0,0.0
T01340,2023-04-01,P004,C0075,1.0,0.0
T01341,2023-04-27,P009,C0003,2.0,0.0
T01342,2023-12-20,P002,C0063,1.0,5.0
T01343,2023-09-24,P009,C0236,4.0,0.0
T01344,2023-11-06,P005,C0448,1.0,0.0
T01345,2023-06-22,P006,C0446,1.0,10.0
T01346,2023-02-16,P003,C0229,3.0,5.0
T01347,2023-05-20,P004,C0390,2.0,0.0
T01348,2023-09-03,P006,C0275,1.0,0.0
T01349,2023-05-29,P007,C0018,1.0,15.0
T01350,2023-09-03,P001,C0080,2.0,10.0
T01351,2023-01-05,P007,C0215,5.0,0.0
T01352,2023-07-03,P001,C0171,4.0,15.0
T01353,2023-01-20,P005,C0485,1.0,0.0
T01354,2023-02-15,P006,C0329,5.0,
T01355,2023-01-12,P002,C0255,1.0,
T01356,2023-03-11,P010,C0387,1.0,0.0
T01357,2023-01-17,P009,C0126,3.0,0.0
T01358,2023-05-27,P010,C0255,1.0,0.0
T01359,2023-06-03,P006,C0072,1.0,5.0
T01360,2023-10-31,P007,C0038,1.0,10.0
T01361,2023-04-18,P010,C0324,1.0,10.0
T01362,2023-08-24,P008,C0204,2.0,0.0
T01363,2023-11-04,P010,C0172,2.0,0.0
T01364,2023-12-18,P001,C0223,1.0,0.0
T01365,2023-03-11,P008,C0217,2.0,0.0
T01366,2023-07-02,P004,C0245,4.0,5.0
T01367,2023-09-07,P010,C0336,3.0,0.0
T01368,2023-08-16,P008,C0191,1.0,10.0
T01369,2023-04-12,P006,C0298,5.0,5.0
T01370,2023-03-16,P009,C0320,2.0,0.0
T01371,2023-08-04,P004,C0182,1.0,5.0
T01372,2023-07-22,P002,C0334,1.0,0.0
T01373,2023-07-11,P002,C0383,1.0,0.0
T01374,2023-09-06,P005,C0205,2.0,10.0
T01375,2023-08-30,P010,C0361,1.0,0.0
T01376,2023-06-28,P009,C0199,2.0,0.0
T01377,2023-08-07,P003,C0332,1.0,10.0
T01378,2023-03-23,P008,C0165,4.0,0.0
T01379,2023-04-02,P004,C0242,1.0,10.0
T01380,2023-06-24,P006,C0388,4.0,0.0
T01381,2023-08-27,P010,C0130,4.0,0.0
T01382,2023-09-17,P006,C0227,1.0,15.0
T01383,2023-12-31,P003,C0122,1.0,10.0
T01384,2023-06-12,P005,C0044,1.0,0.0
T01385,2023-02-17,P003,C0451,4.0,0.0
T01386,2023-11-25,P001,C0196,2.0,15.0
T01387,2023-11-24,P007,C0358,1.0,0.0
T01388,2023-04-26,P004,C0204,1.0,5.0
T01389,2023-12-03,P007,C0467,1.0,10.0
T01390,2023-12-03,P003,C0458,4.0,5.0
T01391,2023-08-13,P005,C0318,2.0,10.0
T01392,2023-12-18,P005,C0257,3.0,10.0
T01393,2023-11-24,P002,C0017,1.0,5.0
T01394,2023-05-27,P010,C0272,1.0,10.0
T01395,2023-03-04,P002,C0009,5.0,5.0
T01396,2023-10-21,P004,C0249,1.0,0.0
T01397,2023-11-19,P004,C0437,4.0,0.0
T01398,2023-11-21,P004,C0201,1.0,10.0
T01399,2023-01-13,P006,C0059,1.0,15.0
T01400,2023-07-08,P002,C0375,2.0,0.0
T01401,2023-10-14,P006,C0393,5.0,0.0
T01402,2023-07-27,P007,C0140,5.0,15.0
T01403,2023-04-24,P010,C0119,1.0,5.0
T01404,2023-01-22,P003,C0041,1.0,0.0
T01405,2023-12-15,P008,C0399,2.0,5.0
T01406,2023-08-02,P002,C0322,2.0,20.0
T01407,2023-06-20,P008,C0331,2.0,10.0
T01408,2023-11-19,P005,C0267,1.0,10.0
T01409,2023-02-23,P002,C0008,5.0,0.0
T01410,2023-10-25,P007,C0183,2.0,15.0
T01411,2023-11-16,P002,C0480,3.0,5.0
T01412,2023-05-06,P006,C0134,2.0,15.0
T01413,2023-10-04,P010,C0181,1.0,0.0
T01414,2023-07-23,P003,C0404,5.0,0.0
T01415,2023-07-13,P009,C0423,2.0,0.0
T01416,2023-06-18,P003,C0355,3.0,0.0
T01417,2023-06-01,P003,C0072,5.0,10.0
T01418,2023-02-04,P005,C0498,2.0,20.0
T01419,2023-07-03,P007,C0113,2.0,5.0
T01420,2023-10-13,P008,C0107,1.0,15.0
T01421,2023-02-26,P007,C0290,1.0,0.0
T01422,2023-08-10,P009,C0313,1.0,10.0
T01423,2023-10-30,P005,C0117,1.0,10.0
T01424,2023-06-12,P010,C0120,1.0,10.0
T01425,2023-01-19,P003,C0147,1.0,5.0
T01426,2023-09-21,P006,C0327,1.0,5.0
T01427,2023-10-09,P005,C0415,1.0,
T01428,2023-04-23,P004,C0210,1.0,0.0
T01429,2023-11-23,P002,C0296,1.0,10.0
T01430,2023-01-30,P007,C0398,2.0,20.0
T01431,2023-05-15,P005,C0103,2.0,0.0
T01432,2023-03-08,P004,C0124,1.0,10.0
T01433,2023-03-06,P008,C0245,2.0,10.0
T01434,2023-10-19,P009,C0379,3.0,5.0
T01435,2023-01-25,P009,C0356,1.0,5.0
T01436,2023-02-06,P003,C0209,2.0,15.0
T01437,2023-01-01,P003,C0421,5.0,0.0
T01438,2023-02-06,P005,C0428,3.0,0.0
T01439,2023-05-21,P005,C0393,1.0,10.0
T01440,2023-08-20,P010,C0314,2.0,5.0
T01441,2023-05-16,P002,C0404,1.0,10.0
T01442,2023-07-07,P001,C0109,2.0,0.0
T01443,2023-05-08,P008,C0377,5.0,0.0
T01444,2023-07-20,P003,C0348,2.0,15.0
T01445,2023-05-07,P001,C0050,4.0,0.0
T01446,2023-09-14,P001,C0404,1.0,10.0
T01447,2023-06-13,P002,C0105,5.0,10.0
T01448,2023-02-04,P006,C0420,2.0,10.0
T01449,2023-07-13,P006,C0373,1.0,0.0
T01450,2023-07-10,P003,C0027,2.0,5.0
T01451,2023-04-14,P004,C0456,1.0,15.0
T01452,2023-01-23,P002,C0288,1.0,0.0
T01453,2023-09-22,P002,C0257,3.0,0.0
T01454,2023-10-17,P007,C0273,1.0,0.0
T01455,2023-09-17,P001,C0137,3.0,0.0
T01456,2023-12-24,P007,C0340,1.0,15.0
T01457,2023-03-16,P001,C0301,1.0,15.0
T01458,2023-12-21,P006,C0480,5.0,20.0
T01459,2023-03-13,P003,C0322,1.0,5.0
T01460,2023-09-16,P008,C0032,2.0,10.0
T01461,2023-07-07,P006,C0045,2.0,0.0
T01462,2023-06-22,P002,C0265,2.0,5.0
T01463,2023-10-17,P008,C0030,4.0,5.0
T01464,2023-02-14,P005,C0084,2.0,15.0
T01465,2023-03-02,P008,C0166,1.0,10.0
T01466,2023-03-24,P008,C0316,3.0,15.0
T01467,2023-05-03,P006,C0001,1.0,15.0
T01468,2023-12-24,P002,C0249,2.0,15.0
T01469,2023-01-16,P008,C0261,5.0,0.0
T01470,2023-03-07,P006,C0063,2.0,10.0
T01471,2023-05-25,P006,C0483,3.0,5.0
T01472,2023-06-11,P008,C0164,2.0,0.0
T01473,2023-08-22,P001,C0321,3.0,0.0
T01474,2023-05-24,P002,C0334,4.0,5.0
T01475,2023-12-24,P009,C0201,1.0,0.0
T01476,2023-07-07,P008,C0222,1.0,0.0
T01477,2023-11-18,P007,C0152,1.0,5.0
T01478,2023-01-13,P007,C0132,2.0,15.0
T01479,2023-07-03,P005,C0114,1.0,10.0
T01480,2023-04-21,P002,C0462,1.0,0.0
T01481,2023-10-17,P006,C0217,1.0,0.0
T01482,2023-10-22,P010,C0196,5.0,0.0
T01483,2023-08-03,P003,C0281,2.0,0.0
T01484,2023-04-30,P004,C0202,1.0,0.0
T01485,2023-02-24,P010,C0483,1.0,20.0
T01486,2023-01-27,P002,C0135,1.0,5.0
T01487,2023-04-28,P002,C0234,1.0,0.0
T01488,2023-08-09,P008,C0141,1.0,0.0
T01489,2023-08-19,P008,C0196,4.0,5.0
T01490,2023-02-22,P010,C0498,5.0,5.0
T01491,2023-10-22,P006,C0043,1.0,0.0
T01492,2023-11-17,P005,C0057,1.0,20.0
T01493,2023-08-21,P008,C0420,1.0,0.0
T01494,2023-06-07,P004,C0142,1.0,0.0
T01495,2023-09-26,P004,C0210,1.0,0.0
T01496,2023-01-21,P005,C0072,1.0,5.0
T01497,2023-02-22,P001,C0224,1.0,0.0
T01498,2023-10-02,P001,C0027,3.0,0.0
T01499,2023-11-09,P002,C0128,2.0,0.0
T01500,2023-10-08,P008,C0106,2.0,5.0
T01501,2023-08-02,P007,C0165,1.0,0.0
T01502,2023-01-31,P010,C0215,4.0,0.0
T01503,2023-12-03,P009,C0071,5.0,0.0
T01504,2023-07-02,P005,C0204,1.0,0.0
T01505,2023-01-23,P002,C0153,1.0,5.0
T01506,2023-02-01,P007,C0067,2.0,0.0
T01507,2023-03-15,P008,C0090,1.0,0.0
T01508,2023-01-10,P007,C0260,1.0,5.0
T01509,2023-02-23,P007,C0362,2.0,0.0
T01510,2023-02-21,P005,C0228,,0.0
T01511,2023-05-28,P002,C0079,1.0,0.0
T01512,2023-06-09,P006,C0096,2.0,15.0
T01513,2023-01-14,P004,C0349,5.0,10.0
T01514,2023-06-27,P010,C0330,1.0,10.0
T01515,2023-02-22,P002,C0469,2.0,15.0
T01516,2023-12-01,P009,C0382,1.0,20.0
T01517,2023-01-22,P007,C0246,1.0,10.0
T01518,2023-01-30,P006,C0272,2.0,5.0
T01519,2023-07-10,P005,C0495,1.0,0.0
T01520,2023-09-17,P003,C0403,1.0,0.0
T01521,2023-07-24,P010,C0157,1.0,5.0
T01522,2023-02-28,P010,C0116,2.0,20.0
T01523,2023-09-21,P004,C0435,2.0,0.0
T01524,2023-01-12,P003,C0018,1.0,10.0
T01525,2023-04-29,P008,C0442,2.0,0.0
T01526,2023-10-17,P003,C0172,1.0,0.0
T01527,2023-12-04,P007,C0016,2.0,0.0
T01528,2023-09-05,P007,C0449,1.0,5.0
T01529,2023-12-20,P007,C0240,2.0,0.0
T01530,2023-05-07,P007,C0386,5.0,10.0
T01531,2023-03-16,P002,C0056,4.0,15.0
T01532,2023-12-27,P010,C0079,1.0,15.0
T01533,2023-07-23,P003,C0103,4.0,0.0
T01534,2023-02-18,P010,C0284,1.0,15.0
T01535,2023-03-20,P009,C0193,5.0,0.0
T01536,2023-08-29,P003,C0005,1.0,0.0
T01537,2023-12-15,P002,C0106,1.0,10.0
T01538,2023-06-03,P009,C0278,1.0,0.0
T01539,2023-10-01,P010,C0373,1.0,0.0
T01540,2023-04-06,P009,C0100,2.0,0.0
T01541,2023-08-02,P004,C0238,4.0,10.0
T01542,2023-10-21,P009,C0269,2.0,0.0
T01543,2023-07-28,P003,C0321,2.0,5.0
T01544,2023-12-09,P007,C0400,3.0,5.0
T01545,2023-03-29,P007,C0489,1.0,10.0
T01546,2023-11-02,P008,C0086,1.0,15.0
T01547,2023-09-21,P010,C0320,1.0,0.0
T01548,2023-11-21,P004,C0032,1.0,0.0
T01549,2023-11-16,P003,C0336,1.0,0.0
T01550,2023-06-06,P003,C0051,1.0,0.0
T01551,2023-06-05,P005,C0079,1.0,10.0
T01552,2023-05-19,P001,C0186,1.0,0.0
T01553,2023-05-01,P010,C0174,4.0,0.0
T01554,2023-03-06,P003,C0436,1.0,10.0
T01555,2023-04-17,P006,C0106,2.0,5.0
T01556,2023-05-27,P003,C0063,2.0,10.0
T01557,2023-05-17,P005,C0076,2.0,10.0
T01558,2023-06-11,P009,C0316,1.0,10.0
T01559,2023-04-10,P002,C0321,1.0,5.0
T01560,2023-12-04,P002,C0373,1.0,0.0
T01561,2023-11-03,P006,C0081,1.0,20.0
T01562,2023-05-21,P006,C0361,1.0,5.0
T01563,2023-03-24,P008,C0128,2.0,0.0
T01564,2023-06-26,P002,C0183,2.0,0.0
T01565,2023-07-17,P009,C0243,2.0,5.0
T01566,2023-04-22,P002,C0185,1.0,15.0
T01567,2023-02-25,P001,C0498,1.0,0.0
T01568,2023-06-28,P010,C0220,3.0,0.0
T01569,2023-07-05,P002,C0071,1.0,15.0
T01570,2023-08-06,P007,C0457,2.0,15.0
T01571,2023-11-12,P008,C0342,3.0,0.0
T01572,2023-08-05,P005,C0154,1.0,0.0
T01573,2023-04-30,P006,C0245,1.0,5.0
T01574,2023-06-24,P001,C0140,1.0,0.0
T01575,2023-01-23,P006,C0071,1.0,15.0
T01576,2023-08-01,P008,C0046,1.0,0.0
T01577,2023-08-23,P003,C0047,1.0,0.0
T01578,2023-01-13,P001,C0079,1.0,0.0
T01579,2023-04-11,P004,C0422,2.0,0.0
T01580,2023-01-24,P001,C0149,3.0,0.0
T01581,2023-12-30,P008,C0398,1.0,0.0
T01582,2023-01-11,P005,C0130,4.0,10.0
T01583,2023-09-30,P001,C0456,5.0,0.0
T01584,2023-10-08,P008,C0127,5.0,15.0
T01585,2023-04-04,P009,C0365,3.0,0.0
T01586,2023-07-20,P010,C0119,1.0,5.0
T01587,2023-01-21,P002,C0454,1.0,0.0
T01588,2023-12-06,P009,C0485,2.0,0.0
T01589,2023-07-30,P008,C0357,2.0,5.0
T01590,2023-05-20,P007,C0417,3.0,5.0
T01591,2023-10-20,P003,C0489,,10.0
T01592,2023-10-25,P002,C0262,2.0,10.0
T01593,2023-04-11,P007,C0244,1.0,5.0
T01594,2023-10-31,P005,C0474,1.0,0.0
T01595,2023-12-25,P006,C0382,1.0,15.0
T01596,2023-01-28,P004,C0103,2.0,5.0
T01597,2023-02-10,P002,C0489,2.0,20.0
T01598,2023-12-21,P009,C0037,3.0,10.0
T01599,2023-10-30,P003,C0142,2.0,0.0
T01600,2023-05-26,P007,C0037,4.0,0.0
T01601,2023-09-13,P008,C0008,2.0,5.0
T01602,2023-08-15,P002,C0231,3.0,10.0
T01603,2023-08-24,P006,C0333,1.0,5.0
T01604,2023-12-27,P008,C0397,3.0,10.0
T01605,2023-01-13,P007,C0296,2.0,0.0
T01606,2023-07-29,P003,C0107,1.0,0.0
T01607,2023-08-17,P001,C0348,1.0,0.0
T01608,2023-04-10,P006,C0442,4.0,5.0
T01609,2023-01-31,P008,C0018,,5.0
T01610,2023-01-16,P006,C0313,1.0,0.0
T01611,2023-05-17,P005,C0083,1.0,5.0
T01612,2023-11-25,P008,C0422,2.0,0.0
T01613,2023-06-15,P002,C0288,3.0,0.0
T01614,2023-11-06,P001,C0470,1.0,10.0
T01615,2023-04-10,P001,C0194,1.0,0.0
T01616,2023-04-19,P004,C0461,5.0,5.0
T01617,2023-12-09,P006,C0215,3.0,10.0
T01618,2023-06-22,P009,C0281,4.0,15.0
T01619,2023-08-25,P001,C0220,1.0,0.0
T01620,2023-06-11,P001,C0442,1.0,0.0
T01621,2023-08-04,P005,C0459,1.0,10.0
T01622,2023-09-21,P010,C0289,2.0,10.0
T01623,2023-09-20,P005,C0344,1.0,10.0
T01624,2023-10-19,P005,C0194,1.0,0.0
T01625,2023-10-01,P010,C0158,1.0,0.0
T01626,2023-01-03,P006,C0465,,5.0
T01627,2023-01-28,P008,C0104,3.0,10.0
T01628,2023-11-22,P003,C0034,1.0,0.0
T01629,2023-05-29,P009,C0102,2.0,0.0
T01630,2023-01-28,P001,C0127,4.0,10.0
T01631,2023-11-06,P004,C0214,1.0,0.0
T01632,2023-03-06,P009,C0325,2.0,0.0
T01633,2023-12-22,P008,C0432,5.0,0.0
T01634,2023-01-21,P010,C0296,5.0,0.0
T01635,2023-09-09,P009,C0179,1.0,5.0
T01636,2023-08-23,P001,C0080,1.0,0.0
T01637,2023-08-15,P009,C0141,1.0,0.0
T01638,2023-01-13,P003,C0474,2.0,0.0
T01639,2023-11-09,P010,C0031,2.0,0.0
T01640,2023-02-18,P009,C0372,2.0,5.0
T01641,2023-04-28,P001,C0423,1.0,0.0
T01642,2023-02-23,P001,C0063,1.0,5.0
T01643,2023-05-18,P009,C0048,2.0,0.0
T01644,2023-02-22,P006,C0087,1.0,0.0
T01645,2023-02-13,P004,C0304,2.0,
T01646,2023-10-30,P007,C0061,1.0,0.0
T01647,2023-02-22,P005,C0396,1.0,5.0
T01648,2023-03-15,P010,C0334,1.0,0.0
T01649,2023-02-15,P007,C0440,1.0,10.0
T01650,2023-01-13,P008,C0274,1.0,0.0
T01651,2023-06-14,P008,C0411,1.0,0.0
T01652,2023-04-12,P001,C0284,1.0,0.0
T01653,2023-10-07,P008,C0466,1.0,10.0
T01654,2023-09-15,P006,C0080,1.0,0.0
T01655,2023-12-03,P004,C0180,2.0,0.0
T01656,2023-12-22,P008,C0272,,0.0
T01657,2023-05-18,P003,C0077,2.0,0.0
T01658,2023-06-12,P004,C0442,2.0,15.0
T01659,2023-04-21,P006,C0221,2.0,5.0
T01660,2023-04-12,P007,C0393,5.0,10.0
T01661,2023-01-17,P004,C0282,1.0,5.0
T01662,2023-09-25,P004,C0028,2.0,5.0
T01663,2023-07-01,P007,C0361,5.0,0.0
T01664,2023-01-24,P006,C0077,3.0,5.0
T01665,2023-01-29,P008,C0164,1.0,0.0
T01666,2023-06-20,P001,C0009,1.0,0.0
T01667,2023-08-16,P010,C0175,1.0,5.0
T01668,2023-07-07,P007,C0462,2.0,10.0
T01669,2023-12-12,P007,C0307,2.0,5.0
T01670,2023-08-18,P007,C0076,1.0,5.0
T01671,2023-11-17,P007,C0245,2.0,0.0
T01672,2023-12-06,P010,C0122,2.0,0.0
T01673,2023-04-29,P010,C0185,1.0,0.0
T01674,2023-06-05,P008,C0032,3.0,10.0
T01675,2023-09-29,P009,C0486,3.0,20.0
T01676,2023-06-24,P009,C0451,1.0,0.0
T01677,2023-04-14,P002,C0250,2.0,0.0
T01678,2023-04-02,P007,C0057,1.0,0.0
T01679,2023-07-05,P007,C0310,2.0,15.0
T01680,2023-10-10,P004,C0372,5.0,5.0
T01681,2023-06-30,P009,C0144,4.0,0.0
T01682,2023-06-19,P008,C0318,1.0,20.0
T01683,2023-07-06,P001,C0084,1.0,10.0
T01684,2023-06-24,P002,C0480,1.0,0.0
T01685,2023-08-10,P002,C0056,2.0,15.0
T01686,2023-08-21,P008,C0279,1.0,0.0
T01687,2023-06-11,P001,C0273,2.0,0.0
T01688,2023-05-14,P004,C0464,1.0,0.0
T01689,2023-08-12,P010,C0166,1.0,10.0
T01690,2023-06-02,P005,C0456,1.0,5.0
T01691,2023-02-02,P009,C0467,5.0,0.0
T01692,2023-02-24,P007,C0158,2.0,20.0
T01693,2023-01-07,P008,C0249,1.0,0.0
T01694,2023-09-01,P009,C0186,1.0,10.0
T01695,2023-11-09,P007,C0482,,5.0
T01696,2023-05-06,P005,C0078,1.0,0.0
T01697,2023-01-12,P005,C0022,2.0,
T01698,2023-01-16,P010,C0108,3.0,15.0
T01699,2023-07-27,P006,C0273,2.0,0.0
T01700,2023-02-12,P005,C0252,2.0,5.0
T01701,2023-05-15,P009,C0015,2.0,5.0
T01702,2023-08-16,P003,C0370,4.0,10.0
T01703,2023-04-21,P003,C0304,4.0,0.0
T01704,2023-11-03,P007,C0160,2.0,0.0
T01705,2023-06-09,P007,C0205,1.0,0.0
T01706,2023-11-27,P006,C0469,1.0,15.0
T01707,2023-09-21,P003,C0113,1.0,0.0
T01708,2023-08-13,P007,C0168,2.0,
T01709,2023-08-05,P005,C0353,2.0,15.0
T01710,2023-02-14,P007,C0253,1.0,10.0
T01711,2023-08-02,P002,C0441,1.0,0.0
T01712,2023-02-28,P006,C0186,1.0,20.0
T01713,2023-05-12,P008,C0347,4.0,5.0
T01714,2023-04-14,P001,C0227,2.0,0.0
T01715,2023-07-14,P004,C0016,2.0,0.0
T01716,2023-06-06,P001,C0156,1.0,5.0
T01717,2023-04-08,P001,C0354,2.0,10.0
T01718,2023-08-14,P010,C0111,1.0,0.0
T01719,2023-07-24,P008,C0001,2.0,0.0
T01720,2023-03-20,P007,C0041,1.0,0.0
T01721,2023-05-04,P010,C0048,1.0,5.0
T01722,2023-08-06,P001,C0415,1.0,0.0
T01723,2023-01-04,P002,C0420,1.0,0.0
T01724,2023-03-31,P004,C0108,5.0,5.0
T01725,2023-04-14,P001,C0161,1.0,10.0
T01726,2023-04-29,P003,C0161,1.0,5.0
T01727,2023-05-13,P008,C0359,2.0,0.0
T01728,2023-11-08,P008,C0128,3.0,0.0
T01729,2023-04-06,P008,C0210,1.0,0.0
T01730,2023-11-27,P006,C0151,2.0,20.0
T01731,2023-05-23,P006,C0444,3.0,10.0
T01732,2023-10-15,P005,C0255,1.0,0.0
T01733,2023-01-28,P009,C0471,1.0,0.0
T01734,2023-10-05,P004,C0463,1.0,5.0
T01735,2023-08-21,P010,C0218,3.0,5.0
T01736,2023-01-17,P007,C0030,1.0,0.0
T01737,2023-02-28,P001,C0473,1.0,10.0
T01738,2023-03-31,P009,C0045,2.0,10.0
T01739,2023-07-18,P007,C0080,2.0,5.0
T01740,2023-12-28,P010,C0039,1.0,15.0
T01741,2023-01-26,P009,C0240,2.0,10.0
T01742,2023-01-25,P007,C0045,1.0,10.0
T01743,2023-10-28,P002,C0078,1.0,20.0
T01744,2023-12-05,P006,C0337,2.0,0.0
T01745,2023-09-24,P010,C0396,4.0,0.0
T01746,2023-06-30,P004,C0349,1.0,15.0
T01747,2023-12-26,P003,C0288,3.0,10.0
T01748,2023-03-09,P002,C0440,2.0,15.0
T01749,2023-12-17,P006,C0280,1.0,0.0
T01750,2023-11-17,P008,C0116,2.0,5.0
T01751,2023-02-18,P006,C0269,1.0,0.0
T01752,2023-06-24,P009,C0404,5.0,5.0
T01753,2023-02-21,P005,C0335,4.0,0.0
T01754,2023-04-12,P002,C0312,1.0,0.0
T01755,2023-08-04,P008,C0053,1.0,0.0
T01756,2023-07-07,P009,C0068,1.0,5.0
T01757,2023-02-26,P010,C0182,1.0,0.0
T01758,2023-02-16,P004,C0034,1.0,0.0
T01759,2023-06-08,P006,C0284,1.0,0.0
T01760,2023-06-23,P010,C0306,2.0,0.0
T01761,2023-08-30,P008,C0386,1.0,15.0
T01762,2023-10-09,P009,C0249,3.0,0.0
T01763,2023-08-29,P005,C0111,3.0,0.0
T01764,2023-01-05,P006,C0094,1.0,10.0
T01765,2023-03-25,P004,C0410,3.0,5.0
T01766,2023-11-04,P005,C0179,1.0,10.0
T01767,2023-12-27,P007,C0047,1.0,5.0
T01768,2023-09-05,P009,C0282,2.0,15.0
T01769,2023-02-23,P010,C0340,1.0,0.0
T01770,2023-06-10,P006,C0362,2.0,20.0
