transaction_id,date,product_id,customer_id,quantity,discount_pct,month,month_name,quarter,day_of_week,week_number,product_name,category,base_price,city,tier,age,join_year,revenue,revenue_capped
T00516,2023-04-28,P004,C0128,1,5.0,4,Apr,2,Friday,17,Monitor,Electronics,349.99,Houston,Gold,53,2023,332.49,332.49
T00517,2023-01-19,P006,C0293,2,0.0,1,Jan,1,Thursday,3,Webcam,Electronics,89.99,New York,Bronze,18,2021,179.98,179.98
T00518,2023-01-23,P003,C0294,5,10.0,1,Jan,1,Monday,4,USB-C Hub,Electronics,49.99,Houston,Silver,47,2022,224.96,224.96
T00519,2023-01-30,P005,C0096,1,0.0,1,Jan,1,Monday,5,Keyboard,Electronics,79.99,Chicago,Bronze,38,2021,79.99,79.99
T00520,2023-10-22,P010,C0395,4,5.0,10,Oct,4,Sunday,42,Notebook,Stationery,9.99,Phoenix,Platinum,42,2022,37.96,37.96
T00521,2023-04-18,P009,C0001,1,0.0,4,Apr,2,Tuesday,16,Desk Lamp,Accessories,39.99,Houston,Silver,36,2021,39.99,39.99
T00522,2023-10-08,P003,C0409,5,0.0,10,Oct,4,Sunday,40,USB-C Hub,Electronics,49.99,Phoenix,Platinum,65,2018,249.95,249.95
T00523,2023-05-08,P005,C0298,2,0.0,5,May,2,Monday,19,Keyboard,Electronics,79.99,Chicago,Silver,31,2019,159.98,159.98
T00524,2023-08-17,P008,C0180,1,10.0,8,Aug,3,Thursday,33,Phone Stand,Accessories,19.99,New York,Platinum,48,2023,17.99,17.99
T00525,2023-04-21,P006,C0408,2,10.0,4,Apr,2,Friday,16,Webcam,Electronics,89.99,Houston,Bronze,54,2019,161.98,161.98
T00526,2023-05-16,P004,C0181,1,0.0,5,May,2,Tuesday,20,Monitor,Electronics,349.99,New York,Silver,38,2018,349.99,349.99
T00527,2023-12-28,P008,C0235,1,5.0,12,Dec,4,Thursday,52,Phone Stand,Accessories,19.99,New York,Silver,62,2022,18.99,18.99
T00528,2023-07-05,P003,C0440,1,0.0,7,Jul,3,Wednesday,27,USB-C Hub,Electronics,49.99,New York,Silver,60,2022,49.99,49.99
T00529,2023-05-24,P003,C0319,1,20.0,5,May,2,Wednesday,21,USB-C Hub,Electronics,49.99,Los Angeles,Platinum,54,2022,39.99,39.99
T00530,2023-03-13,P004,C0337,1,20.0,3,Mar,1,Monday,11,Monitor,Electronics,349.99,New York,Silver,70,2022,279.99,279.99
T00531,2023-05-09,P009,C0008,3,5.0,5,May,2,Tuesday,19,Desk Lamp,Accessories,39.99,Chicago,Bronze,22,2021,113.97,113.97
T00532,2023-12-30,P005,C0443,2,5.0,12,Dec,4,Saturday,52,Keyboard,Electronics,79.99,Chicago,Bronze,70,2021,151.98,151.98
T00533,2023-09-18,P008,C0429,1,10.0,9,Sep,3,Monday,38,Phone Stand,Accessories,19.99,Phoenix,Bronze,50,2018,17.99,17.99
T00534,2023-01-03,P006,C0027,3,10.0,1,Jan,1,Tuesday,1,Webcam,Electronics,89.99,Chicago,Bronze,69,2021,242.97,242.97
T00535,2023-04-14,P003,C0308,2,5.0,4,Apr,2,Friday,15,USB-C Hub,Electronics,49.99,Houston,Silver,70,2022,94.98,94.98
T00536,2023-08-12,P008,C0146,5,20.0,8,Aug,3,Saturday,32,Phone Stand,Accessories,19.99,Houston,Silver,34,2021,79.96,79.96
T00537,2023-11-16,P009,C0091,2,5.0,11,Nov,4,Thursday,46,Desk Lamp,Accessories,39.99,Chicago,Bronze,24,2023,75.98,75.98
T00538,2023-12-28,P008,C0342,1,5.0,12,Dec,4,Thursday,52,Phone Stand,Accessories,19.99,Houston,Silver,60,2021,18.99,18.99
T00539,2023-12-20,P004,C0272,1,10.0,12,Dec,4,Wednesday,51,Monitor,Electronics,349.99,New York,Silver,52,2020,314.99,314.99
T00540,2023-01-10,P006,C0322,2,5.0,1,Jan,1,Tuesday,2,Webcam,Electronics,89.99,Los Angeles,Gold,56,2023,170.98,170.98
T00541,2023-10-29,P001,C0005,1,10.0,10,Oct,4,Sunday,43,Laptop,Electronics,999.99,Phoenix,Bronze,19,2021,899.99,689.98
T00542,2023-08-19,P004,C0082,1,0.0,8,Aug,3,Saturday,33,Monitor,Electronics,349.99,New York,Silver,48,2021,349.99,349.99
T00543,2023-08-07,P008,C0387,1,0.0,8,Aug,3,Monday,32,Phone Stand,Accessories,19.99,Los Angeles,Silver,20,2022,19.99,19.99
T00544,2023-03-07,P001,C0219,1,0.0,3,Mar,1,Tuesday,10,Laptop,Electronics,999.99,New York,Bronze,46,2020,999.99,689.98
T00545,2023-04-22,P003,C0118,1,5.0,4,Apr,2,Saturday,16,USB-C Hub,Electronics,49.99,Chicago,Bronze,71,2022,47.49,47.49
T00546,2023-01-13,P001,C0081,1,0.0,1,Jan,1,Friday,2,Laptop,Electronics,999.99,Phoenix,Silver,74,2019,999.99,689.98
T00547,2023-03-27,P009,C0464,1,20.0,3,Mar,1,Monday,13,Desk Lamp,Accessories,39.99,Los Angeles,Silver,35,2021,31.99,31.99
T00548,2023-08-22,P002,C0070,2,5.0,8,Aug,3,Tuesday,34,Wireless Mouse,Electronics,29.99,Houston,Platinum,34,2020,56.98,56.98
T00549,2023-03-31,P009,C0115,2,10.0,3,Mar,1,Friday,13,Desk Lamp,Accessories,39.99,New York,Bronze,56,2023,71.98,71.98
T00550,2023-11-10,P004,C0263,1,0.0,11,Nov,4,Friday,45,Monitor,Electronics,349.99,Phoenix,Bronze,59,2021,349.99,349.99
T00551,2023-02-23,P002,C0306,1,10.0,2,Feb,1,Thursday,8,Wireless Mouse,Electronics,29.99,Houston,Gold,65,2020,26.99,26.99
T00552,2023-01-12,P004,C0142,1,5.0,1,Jan,1,Thursday,2,Monitor,Electronics,349.99,Phoenix,Silver,70,2018,332.49,332.49
T00553,2023-07-28,P010,C0422,1,5.0,7,Jul,3,Friday,30,Notebook,Stationery,9.99,Houston,Bronze,73,2019,9.49,9.49
T00554,2023-01-14,P006,C0488,1,0.0,1,Jan,1,Saturday,2,Webcam,Electronics,89.99,Chicago,Bronze,36,2022,89.99,89.99
T00555,2023-05-01,P007,C0207,1,5.0,5,May,2,Monday,18,Headphones,Audio,149.99,Phoenix,Silver,39,2021,142.49,142.49
T00556,2023-01-20,P003,C0111,2,5.0,1,Jan,1,Friday,3,USB-C Hub,Electronics,49.99,New York,Platinum,57,2018,94.98,94.98
T00557,2023-03-16,P003,C0303,2,5.0,3,Mar,1,Thursday,11,USB-C Hub,Electronics,49.99,New York,Bronze,35,2018,94.98,94.98
T00558,2023-08-31,P010,C0112,1,15.0,8,Aug,3,Thursday,35,Notebook,Stationery,9.99,Chicago,Gold,28,2023,8.49,8.49
T00559,2023-08-11,P008,C0417,1,15.0,8,Aug,3,Friday,32,Phone Stand,Accessories,19.99,Los Angeles,Bronze,62,2020,16.99,16.99
T00560,2023-03-11,P005,C0043,2,20.0,3,Mar,1,Saturday,10,Keyboard,Electronics,79.99,Houston,Gold,26,2022,127.98,127.98
T00561,2023-11-08,P004,C0347,3,5.0,11,Nov,4,Wednesday,45,Monitor,Electronics,349.99,Chicago,Platinum,66,2022,997.47,689.98
T00562,2023-07-30,P007,C0285,3,20.0,7,Jul,3,Sunday,30,Headphones,Audio,149.99,New York,Silver,64,2019,359.98,359.98
T00563,2023-04-11,P007,C0128,2,10.0,4,Apr,2,Tuesday,15,Headphones,Audio,149.99,Houston,Gold,53,2023,269.98,269.98
T00564,2023-07-05,P009,C0185,1,0.0,7,Jul,3,Wednesday,27,Desk Lamp,Accessories,39.99,Los Angeles,Bronze,71,2019,39.99,39.99
T00565,2023-05-12,P009,C0229,1,0.0,5,May,2,Friday,19,Desk Lamp,Accessories,39.99,Chicago,Gold,34,2020,39.99,39.99
T00566,2023-04-21,P005,C0389,4,0.0,4,Apr,2,Friday,16,Keyboard,Electronics,79.99,New York,Bronze,51,2019,319.96,319.96
T00567,2023-05-12,P008,C0221,1,0.0,5,May,2,Friday,19,Phone Stand,Accessories,19.99,Los Angeles,Bronze,48,2019,19.99,19.99
T00568,2023-01-20,P010,C0352,5,0.0,1,Jan,1,Friday,3,Notebook,Stationery,9.99,Los Angeles,Bronze,22,2018,49.95,49.95
T00569,2023-01-24,P001,C0444,2,0.0,1,Jan,1,Tuesday,4,Laptop,Electronics,999.99,Chicago,Silver,59,2023,1999.98,689.98
T00570,2023-08-15,P009,C0117,2,10.0,8,Aug,3,Tuesday,33,Desk Lamp,Accessories,39.99,Los Angeles,Platinum,52,2022,71.98,71.98
T00571,2023-06-03,P008,C0070,1,0.0,6,Jun,2,Saturday,22,Phone Stand,Accessories,19.99,Houston,Platinum,34,2020,19.99,19.99
T00572,2023-10-20,P006,C0386,2,0.0,10,Oct,4,Friday,42,Webcam,Electronics,89.99,New York,Silver,26,2023,179.98,179.98
T00573,2023-08-18,P003,C0070,1,10.0,8,Aug,3,Friday,33,USB-C Hub,Electronics,49.99,Houston,Platinum,34,2020,44.99,44.99
T00574,2023-11-06,P003,C0110,1,10.0,11,Nov,4,Monday,45,USB-C Hub,Electronics,49.99,Chicago,Silver,28,2021,44.99,44.99
T00575,2023-12-25,P008,C0427,1,20.0,12,Dec,4,Monday,52,Phone Stand,Accessories,19.99,New York,Gold,30,2023,15.99,15.99
T00576,2023-07-21,P005,C0132,4,5.0,7,Jul,3,Friday,29,Keyboard,Electronics,79.99,Phoenix,Silver,52,2018,303.96,303.96
T00577,2023-02-07,P010,C0056,2,0.0,2,Feb,1,Tuesday,6,Notebook,Stationery,9.99,New York,Silver,46,2018,19.98,19.98
T00578,2023-09-17,P007,C0477,1,0.0,9,Sep,3,Sunday,37,Headphones,Audio,149.99,Houston,Bronze,66,2023,149.99,149.99
T00579,2023-07-07,P005,C0443,1,0.0,7,Jul,3,Friday,27,Keyboard,Electronics,79.99,Chicago,Bronze,70,2021,79.99,79.99
T00580,2023-02-26,P008,C0089,2,0.0,2,Feb,1,Sunday,8,Phone Stand,Accessories,19.99,Houston,Silver,74,2022,39.98,39.98
T00581,2023-01-20,P010,C0137,2,0.0,1,Jan,1,Friday,3,Notebook,Stationery,9.99,Houston,Silver,60,2023,19.98,19.98
T00582,2023-09-30,P010,C0131,2,20.0,9,Sep,3,Saturday,39,Notebook,Stationery,9.99,Chicago,Platinum,36,2018,15.98,15.98
T00583,2023-04-29,P004,C0218,2,0.0,4,Apr,2,Saturday,17,Monitor,Electronics,349.99,Houston,Gold,40,2022,699.98,689.98
T00584,2023-03-12,P002,C0176,1,0.0,3,Mar,1,Sunday,10,Wireless Mouse,Electronics,29.99,Los Angeles,Platinum,33,2020,29.99,29.99
T00585,2023-01-04,P003,C0171,2,0.0,1,Jan,1,Wednesday,1,USB-C Hub,Electronics,49.99,New York,Bronze,74,2019,99.98,99.98
T00586,2023-08-09,P008,C0475,1,10.0,8,Aug,3,Wednesday,32,Phone Stand,Accessories,19.99,Chicago,Gold,63,2020,17.99,17.99
T00587,2023-01-14,P007,C0100,4,0.0,1,Jan,1,Saturday,2,Headphones,Audio,149.99,New York,Silver,71,2020,599.96,599.96
T00588,2023-01-03,P002,C0480,2,0.0,1,Jan,1,Tuesday,1,Wireless Mouse,Electronics,29.99,Phoenix,Silver,57,2023,59.98,59.98
T00589,2023-08-04,P006,C0129,1,0.0,8,Aug,3,Friday,31,Webcam,Electronics,89.99,Phoenix,Gold,64,2020,89.99,89.99
T00590,2023-08-17,P009,C0057,1,0.0,8,Aug,3,Thursday,33,Desk Lamp,Accessories,39.99,Houston,Bronze,62,2023,39.99,39.99
T00591,2023-12-02,P004,C0181,3,0.0,12,Dec,4,Saturday,48,Monitor,Electronics,349.99,New York,Silver,38,2018,1049.97,689.98
T00592,2023-07-05,P009,C0246,1,5.0,7,Jul,3,Wednesday,27,Desk Lamp,Accessories,39.99,Chicago,Silver,32,2021,37.99,37.99
T00593,2023-02-24,P002,C0144,1,0.0,2,Feb,1,Friday,8,Wireless Mouse,Electronics,29.99,Houston,Bronze,26,2023,29.99,29.99
T00594,2023-09-11,P002,C0051,2,10.0,9,Sep,3,Monday,37,Wireless Mouse,Electronics,29.99,Houston,Silver,39,2021,53.98,53.98
T00595,2023-01-24,P009,C0368,1,5.0,1,Jan,1,Tuesday,4,Desk Lamp,Accessories,39.99,Chicago,Gold,49,2021,37.99,37.99
T00596,2023-06-11,P007,C0459,3,10.0,6,Jun,2,Sunday,23,Headphones,Audio,149.99,Los Angeles,Gold,60,2018,404.97,404.97
T00597,2023-06-07,P007,C0218,1,0.0,6,Jun,2,Wednesday,23,Headphones,Audio,149.99,Houston,Gold,40,2022,149.99,149.99
T00598,2023-03-23,P001,C0104,3,0.0,3,Mar,1,Thursday,12,Laptop,Electronics,999.99,Los Angeles,Bronze,70,2023,2999.97,689.98
T00599,2023-06-08,P006,C0383,1,0.0,6,Jun,2,Thursday,23,Webcam,Electronics,89.99,New York,Bronze,20,2021,89.99,89.99
T00600,2023-07-07,P007,C0055,1,5.0,7,Jul,3,Friday,27,Headphones,Audio,149.99,Chicago,Bronze,43,2020,142.49,142.49
T00601,2023-03-01,P006,C0257,4,5.0,3,Mar,1,Wednesday,9,Webcam,Electronics,89.99,New York,Silver,62,2019,341.96,341.96
T00602,2023-11-01,P006,C0346,2,0.0,11,Nov,4,Wednesday,44,Webcam,Electronics,89.99,Los Angeles,Silver,58,2020,179.98,179.98
T00603,2023-11-15,P002,C0156,1,10.0,11,Nov,4,Wednesday,46,Wireless Mouse,Electronics,29.99,New York,Bronze,67,2018,26.99,26.99
T00604,2023-07-30,P006,C0053,1,10.0,7,Jul,3,Sunday,30,Webcam,Electronics,89.99,Houston,Bronze,63,2020,80.99,80.99
T00605,2023-06-01,P004,C0442,2,10.0,6,Jun,2,Thursday,22,Monitor,Electronics,349.99,Phoenix,Platinum,42,2023,629.98,629.98
T00606,2023-04-19,P009,C0329,2,0.0,4,Apr,2,Wednesday,16,Desk Lamp,Accessories,39.99,Los Angeles,Bronze,42,2018,79.98,79.98
T00607,2023-03-17,P001,C0444,5,5.0,3,Mar,1,Friday,11,Laptop,Electronics,999.99,Chicago,Silver,59,2023,4749.95,689.98
T00608,2023-01-30,P008,C0187,5,0.0,1,Jan,1,Monday,5,Phone Stand,Accessories,19.99,Phoenix,Bronze,23,2023,99.95,99.95
T00609,2023-11-10,P005,C0364,2,5.0,11,Nov,4,Friday,45,Keyboard,Electronics,79.99,Phoenix,Silver,35,2018,151.98,151.98
T00610,2023-04-27,P001,C0150,1,0.0,4,Apr,2,Thursday,17,Laptop,Electronics,999.99,Houston,Gold,57,2019,999.99,689.98
T00611,2023-12-22,P004,C0264,1,0.0,12,Dec,4,Friday,51,Monitor,Electronics,349.99,New York,Bronze,51,2023,349.99,349.99
T00612,2023-07-11,P001,C0250,2,15.0,7,Jul,3,Tuesday,28,Laptop,Electronics,999.99,Chicago,Silver,46,2021,1699.98,689.98
T00613,2023-01-19,P006,C0433,1,5.0,1,Jan,1,Thursday,3,Webcam,Electronics,89.99,Houston,Silver,33,2018,85.49,85.49
T00614,2023-06-22,P002,C0298,1,0.0,6,Jun,2,Thursday,25,Wireless Mouse,Electronics,29.99,Chicago,Silver,31,2019,29.99,29.99
T00615,2023-08-16,P005,C0411,1,0.0,8,Aug,3,Wednesday,33,Keyboard,Electronics,79.99,Los Angeles,Bronze,45,2020,79.99,79.99
T00616,2023-12-16,P007,C0423,1,5.0,12,Dec,4,Saturday,50,Headphones,Audio,149.99,Los Angeles,Silver,57,2023,142.49,142.49
T00617,2023-07-02,P002,C0211,1,15.0,7,Jul,3,Sunday,26,Wireless Mouse,Electronics,29.99,Chicago,Silver,70,2020,25.49,25.49
T00618,2023-04-23,P006,C0025,1,5.0,4,Apr,2,Sunday,16,Webcam,Electronics,89.99,New York,Silver,61,2021,85.49,85.49
T00619,2023-07-02,P006,C0294,3,20.0,7,Jul,3,Sunday,26,Webcam,Electronics,89.99,Houston,Silver,47,2022,215.98,215.98
T00620,2023-05-26,P005,C0341,1,0.0,5,May,2,Friday,21,Keyboard,Electronics,79.99,New York,Gold,27,2018,79.99,79.99
T00621,2023-11-15,P005,C0152,1,5.0,11,Nov,4,Wednesday,46,Keyboard,Electronics,79.99,New York,Silver,42,2018,75.99,75.99
T00622,2023-04-26,P003,C0024,1,10.0,4,Apr,2,Wednesday,17,USB-C Hub,Electronics,49.99,New York,Silver,70,2020,44.99,44.99
T00623,2023-04-23,P010,C0252,2,5.0,4,Apr,2,Sunday,16,Notebook,Stationery,9.99,Houston,Gold,42,2019,18.98,18.98
T00624,2023-09-08,P010,C0060,1,0.0,9,Sep,3,Friday,36,Notebook,Stationery,9.99,Los Angeles,Silver,54,2022,9.99,9.99
T00625,2023-09-08,P002,C0467,2,5.0,9,Sep,3,Friday,36,Wireless Mouse,Electronics,29.99,Los Angeles,Gold,31,2018,56.98,56.98
T00626,2023-10-30,P007,C0434,5,5.0,10,Oct,4,Monday,44,Headphones,Audio,149.99,Chicago,Silver,57,2022,712.45,689.98
T00627,2023-11-09,P001,C0367,1,10.0,11,Nov,4,Thursday,45,Laptop,Electronics,999.99,Houston,Bronze,20,2023,899.99,689.98
T00628,2023-04-28,P006,C0066,1,10.0,4,Apr,2,Friday,17,Webcam,Electronics,89.99,Houston,Gold,53,2020,80.99,80.99
T00629,2023-10-28,P006,C0398,1,10.0,10,Oct,4,Saturday,43,Webcam,Electronics,89.99,Chicago,Platinum,51,2023,80.99,80.99
T00630,2023-06-10,P003,C0053,5,5.0,6,Jun,2,Saturday,23,USB-C Hub,Electronics,49.99,Houston,Bronze,63,2020,237.45,237.45
T00631,2023-07-17,P002,C0416,3,0.0,7,Jul,3,Monday,29,Wireless Mouse,Electronics,29.99,Phoenix,Bronze,57,2018,89.97,89.97
T00632,2023-09-17,P002,C0106,4,0.0,9,Sep,3,Sunday,37,Wireless Mouse,Electronics,29.99,Phoenix,Gold,68,2018,119.96,119.96
T00633,2023-05-28,P009,C0096,1,10.0,5,May,2,Sunday,21,Desk Lamp,Accessories,39.99,Chicago,Bronze,38,2021,35.99,35.99
T00634,2023-08-28,P005,C0476,5,20.0,8,Aug,3,Monday,35,Keyboard,Electronics,79.99,Phoenix,Silver,44,2023,319.96,319.96
T00635,2023-02-16,P007,C0176,1,0.0,2,Feb,1,Thursday,7,Headphones,Audio,149.99,Los Angeles,Platinum,33,2020,149.99,149.99
T00636,2023-07-17,P005,C0039,1,5.0,7,Jul,3,Monday,29,Keyboard,Electronics,79.99,New York,Bronze,67,2022,75.99,75.99
T00637,2023-02-16,P007,C0168,3,0.0,2,Feb,1,Thursday,7,Headphones,Audio,149.99,Chicago,Bronze,66,2019,449.97,449.97
T00638,2023-03-19,P004,C0042,4,0.0,3,Mar,1,Sunday,11,Monitor,Electronics,349.99,New York,Bronze,31,2020,1399.96,689.98
T00639,2023-05-04,P008,C0367,1,5.0,5,May,2,Thursday,18,Phone Stand,Accessories,19.99,Houston,Bronze,20,2023,18.99,18.99
T00640,2023-03-16,P010,C0104,1,5.0,3,Mar,1,Thursday,11,Notebook,Stationery,9.99,Los Angeles,Bronze,70,2023,9.49,9.49
T00641,2023-12-25,P010,C0333,1,0.0,12,Dec,4,Monday,52,Notebook,Stationery,9.99,New York,Bronze,25,2021,9.99,9.99
T00642,2023-05-17,P007,C0204,1,10.0,5,May,2,Wednesday,20,Headphones,Audio,149.99,New York,Silver,40,2019,134.99,134.99
T00643,2023-03-31,P010,C0008,1,10.0,3,Mar,1,Friday,13,Notebook,Stationery,9.99,Chicago,Bronze,22,2021,8.99,8.99
T00644,2023-11-21,P005,C0463,5,20.0,11,Nov,4,Tuesday,47,Keyboard,Electronics,79.99,Phoenix,Silver,48,2020,319.96,319.96
T00645,2023-03-02,P006,C0282,2,0.0,3,Mar,1,Thursday,9,Webcam,Electronics,89.99,Phoenix,Silver,33,2021,179.98,179.98
T00646,2023-05-18,P005,C0396,3,5.0,5,May,2,Thursday,20,Keyboard,Electronics,79.99,Phoenix,Silver,22,2023,227.97,227.97
T00647,2023-02-19,P007,C0043,3,0.0,2,Feb,1,Sunday,7,Headphones,Audio,149.99,Houston,Gold,26,2022,449.97,449.97
T00648,2023-09-16,P002,C0435,1,0.0,9,Sep,3,Saturday,37,Wireless Mouse,Electronics,29.99,Houston,Platinum,45,2022,29.99,29.99
T00649,2023-04-17,P005,C0110,3,5.0,4,Apr,2,Monday,16,Keyboard,Electronics,79.99,Chicago,Silver,28,2021,227.97,227.97
T00650,2023-04-23,P010,C0475,2,10.0,4,Apr,2,Sunday,16,Notebook,Stationery,9.99,Chicago,Gold,63,2020,17.98,17.98
T00651,2023-12-16,P003,C0210,1,0.0,12,Dec,4,Saturday,50,USB-C Hub,Electronics,49.99,Houston,Gold,32,2022,49.99,49.99
T00652,2023-09-11,P009,C0237,2,20.0,9,Sep,3,Monday,37,Desk Lamp,Accessories,39.99,New York,Bronze,20,2018,63.98,63.98
T00653,2023-04-28,P006,C0356,2,10.0,4,Apr,2,Friday,17,Webcam,Electronics,89.99,Chicago,Silver,66,2022,161.98,161.98
T00654,2023-07-17,P010,C0319,3,10.0,7,Jul,3,Monday,29,Notebook,Stationery,9.99,Los Angeles,Platinum,54,2022,26.97,26.97
T00655,2023-12-03,P003,C0049,5,10.0,12,Dec,4,Sunday,48,USB-C Hub,Electronics,49.99,Los Angeles,Gold,26,2019,224.96,224.96
T00656,2023-12-31,P007,C0115,1,0.0,12,Dec,4,Sunday,52,Headphones,Audio,149.99,New York,Bronze,56,2023,149.99,149.99
T00657,2023-02-20,P004,C0155,3,10.0,2,Feb,1,Monday,8,Monitor,Electronics,349.99,Chicago,Bronze,20,2018,944.97,689.98
T00658,2023-09-02,P003,C0137,1,0.0,9,Sep,3,Saturday,35,USB-C Hub,Electronics,49.99,Houston,Silver,60,2023,49.99,49.99
T00659,2023-02-04,P008,C0167,3,15.0,2,Feb,1,Saturday,5,Phone Stand,Accessories,19.99,Houston,Platinum,61,2023,50.97,50.97
T00660,2023-10-29,P004,C0321,1,0.0,10,Oct,4,Sunday,43,Monitor,Electronics,349.99,Los Angeles,Bronze,23,2021,349.99,349.99
T00661,2023-03-10,P001,C0199,1,0.0,3,Mar,1,Friday,10,Laptop,Electronics,999.99,Phoenix,Bronze,49,2018,999.99,689.98
T00662,2023-12-15,P006,C0474,1,5.0,12,Dec,4,Friday,50,Webcam,Electronics,89.99,Phoenix,Bronze,30,2020,85.49,85.49
T00663,2023-11-16,P010,C0071,2,0.0,11,Nov,4,Thursday,46,Notebook,Stationery,9.99,New York,Bronze,54,2018,19.98,19.98
T00664,2023-02-18,P001,C0500,1,0.0,2,Feb,1,Saturday,7,Laptop,Electronics,999.99,New York,Bronze,39,2023,999.99,689.98
T00665,2023-03-15,P005,C0007,4,0.0,3,Mar,1,Wednesday,11,Keyboard,Electronics,79.99,Chicago,Platinum,64,2018,319.96,319.96
T00666,2023-07-11,P007,C0200,1,15.0,7,Jul,3,Tuesday,28,Headphones,Audio,149.99,Houston,Bronze,27,2021,127.49,127.49
T00667,2023-09-18,P006,C0336,4,5.0,9,Sep,3,Monday,38,Webcam,Electronics,89.99,Los Angeles,Gold,71,2022,341.96,341.96
T00668,2023-12-22,P002,C0067,2,0.0,12,Dec,4,Friday,51,Wireless Mouse,Electronics,29.99,Los Angeles,Bronze,58,2018,59.98,59.98
T00669,2023-03-11,P004,C0493,1,0.0,3,Mar,1,Saturday,10,Monitor,Electronics,349.99,Houston,Silver,49,2022,349.99,349.99
T00670,2023-03-31,P002,C0138,1,0.0,3,Mar,1,Friday,13,Wireless Mouse,Electronics,29.99,Los Angeles,Bronze,51,2020,29.99,29.99
T00671,2023-09-17,P001,C0242,2,5.0,9,Sep,3,Sunday,37,Laptop,Electronics,999.99,New York,Bronze,72,2019,1899.98,689.98
T00672,2023-05-06,P003,C0455,2,10.0,5,May,2,Saturday,18,USB-C Hub,Electronics,49.99,Houston,Bronze,40,2023,89.98,89.98
T00673,2023-08-19,P003,C0213,2,0.0,8,Aug,3,Saturday,33,USB-C Hub,Electronics,49.99,Chicago,Gold,26,2020,99.98,99.98
T00674,2023-10-22,P007,C0181,1,0.0,10,Oct,4,Sunday,42,Headphones,Audio,149.99,New York,Silver,38,2018,149.99,149.99
T00675,2023-05-09,P001,C0254,1,0.0,5,May,2,Tuesday,19,Laptop,Electronics,999.99,Chicago,Bronze,35,2020,999.99,689.98
T00676,2023-10-07,P009,C0101,5,0.0,10,Oct,4,Saturday,40,Desk Lamp,Accessories,39.99,Houston,Bronze,60,2021,199.95,199.95
T00677,2023-11-09,P006,C0351,1,0.0,11,Nov,4,Thursday,45,Webcam,Electronics,89.99,Los Angeles,Silver,22,2019,89.99,89.99
T00678,2023-04-10,P004,C0087,1,10.0,4,Apr,2,Monday,15,Monitor,Electronics,349.99,New York,Platinum,29,2018,314.99,314.99
T00679,2023-11-22,P003,C0185,1,0.0,11,Nov,4,Wednesday,47,USB-C Hub,Electronics,49.99,Los Angeles,Bronze,71,2019,49.99,49.99
T00680,2023-10-24,P003,C0091,3,0.0,10,Oct,4,Tuesday,43,USB-C Hub,Electronics,49.99,Chicago,Bronze,24,2023,149.97,149.97
T00681,2023-07-01,P002,C0248,3,5.0,7,Jul,3,Saturday,26,Wireless Mouse,Electronics,29.99,New York,Silver,66,2021,85.47,85.47
T00682,2023-06-23,P002,C0214,1,0.0,6,Jun,2,Friday,25,Wireless Mouse,Electronics,29.99,Los Angeles,Platinum,68,2023,29.99,29.99
T00683,2023-11-12,P010,C0359,1,10.0,11,Nov,4,Sunday,45,Notebook,Stationery,9.99,New York,Bronze,37,2023,8.99,8.99
T00684,2023-12-30,P005,C0249,1,5.0,12,Dec,4,Saturday,52,Keyboard,Electronics,79.99,Houston,Bronze,21,2023,75.99,75.99
T00685,2023-07-07,P009,C0126,1,0.0,7,Jul,3,Friday,27,Desk Lamp,Accessories,39.99,Houston,Bronze,73,2019,39.99,39.99
T00686,2023-02-26,P002,C0411,1,10.0,2,Feb,1,Sunday,8,Wireless Mouse,Electronics,29.99,Los Angeles,Bronze,45,2020,26.99,26.99
T00687,2023-01-31,P002,C0438,5,0.0,1,Jan,1,Tuesday,5,Wireless Mouse,Electronics,29.99,Chicago,Silver,58,2021,149.95,149.95
T00688,2023-03-25,P006,C0369,1,15.0,3,Mar,1,Saturday,12,Webcam,Electronics,89.99,Houston,Bronze,52,2019,76.49,76.49
T00689,2023-06-01,P010,C0004,1,5.0,6,Jun,2,Thursday,22,Notebook,Stationery,9.99,Phoenix,Gold,35,2019,9.49,9.49
T00690,2023-02-05,P002,C0088,4,5.0,2,Feb,1,Sunday,5,Wireless Mouse,Electronics,29.99,New York,Gold,62,2022,113.96,113.96
T00691,2023-08-01,P004,C0151,1,15.0,8,Aug,3,Tuesday,31,Monitor,Electronics,349.99,New York,Silver,59,2021,297.49,297.49
T00692,2023-12-30,P006,C0176,2,10.0,12,Dec,4,Saturday,52,Webcam,Electronics,89.99,Los Angeles,Platinum,33,2020,161.98,161.98
T00693,2023-04-16,P005,C0211,1,5.0,4,Apr,2,Sunday,15,Keyboard,Electronics,79.99,Chicago,Silver,70,2020,75.99,75.99
T00694,2023-12-08,P001,C0426,1,10.0,12,Dec,4,Friday,49,Laptop,Electronics,999.99,Los Angeles,Bronze,44,2019,899.99,689.98
T00695,2023-08-08,P006,C0259,4,0.0,8,Aug,3,Tuesday,32,Webcam,Electronics,89.99,Los Angeles,Bronze,61,2019,359.96,359.96
T00696,2023-06-12,P001,C0091,2,5.0,6,Jun,2,Monday,24,Laptop,Electronics,999.99,Chicago,Bronze,24,2023,1899.98,689.98
T00697,2023-08-08,P003,C0259,1,0.0,8,Aug,3,Tuesday,32,USB-C Hub,Electronics,49.99,Los Angeles,Bronze,61,2019,49.99,49.99
